市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯
千代田区丸の内１丁目,418,1,1,0,49,0,34,11,2,2,2,0,0,1,0,0,0,0,1,186,0,0,3,1,0,0,13,0,28,74,67,180,52,32,3,0,93
千代田区丸の内２丁目,58,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,1,0,0,0,0,1,15,10,23,11,3,0,0,9
千代田区丸の内３丁目,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,1,4,28,21,1,3,0,3
千代田区大手町１丁目,46,0,0,0,7,0,6,1,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,2,6,7,23,11,3,1,0,8
千代田区大手町２丁目,20,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,1,11,1,3,1,0,6
千代田区内幸町１丁目,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,1,0,0,4,3,7,4,1,0,0,2
千代田区内幸町２丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,9,6,1,0,0,2
千代田区有楽町１丁目,82,1,0,1,9,0,6,2,1,0,0,0,0,0,0,0,0,0,0,47,0,0,2,3,0,0,2,1,7,21,11,25,3,6,2,0,14
千代田区有楽町２丁目,124,0,0,0,12,0,9,2,0,1,0,0,0,0,0,0,0,0,0,99,0,0,4,0,0,0,3,0,7,68,17,13,1,8,0,0,4
千代田区霞が関１丁目,25,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,18,4,0,2,0,12
千代田区霞が関２丁目,8,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2
千代田区霞が関３丁目,16,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,11,2,1,1,0,7
千代田区永田町１丁目,22,1,0,1,12,0,6,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,6
千代田区永田町２丁目,32,0,0,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,2,20,12,1,1,0,6
千代田区隼町,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0
千代田区平河町１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2
千代田区平河町２丁目,12,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,4
千代田区麹町１丁目,14,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,7,3,1,0,0,3
千代田区麹町２丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,8,5,0,2,0,1
千代田区麹町３丁目,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,7,2,0,0,0,5
千代田区麹町４丁目,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
千代田区麹町５丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2
千代田区麹町６丁目,17,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,13,2,1,0,0,10
千代田区紀尾井町,29,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,0,0,3,8,12,7,1,0,0,4
千代田区一番町,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,9,7,0,1,0,1
千代田区二番町,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,2
千代田区三番町,9,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,1,0,0
千代田区四番町,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0
千代田区五番町,20,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,2,0,0,4,4,5,3,0,0,0,2
千代田区六番町,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,4
千代田区皇居外苑,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
千代田区日比谷公園,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0
千代田区千代田,3,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
千代田区北の丸公園,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
千代田区九段南１丁目,22,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,3,2,6,0,5
千代田区九段南２丁目,6,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
千代田区九段南３丁目,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1
千代田区九段南４丁目,9,0,0,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,2
千代田区九段北１丁目,10,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,4
千代田区九段北２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
千代田区九段北３丁目,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
千代田区九段北４丁目,14,0,0,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,4,2,0,0,0,2
千代田区富士見１丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
千代田区富士見２丁目,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,2,1,0,0,0,0,0,1,3,9,3,1,3,0,2
千代田区飯田橋１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0
千代田区飯田橋２丁目,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
千代田区飯田橋３丁目,15,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,4,7,5,1,1,0,0
千代田区飯田橋４丁目,27,0,0,0,10,0,7,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,4,10,7,1,0,0,2
千代田区一ツ橋１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1
千代田区一ツ橋２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1
千代田区神田神保町１丁目,40,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,24,0,0,4,0,0,0,0,0,2,11,7,14,6,2,0,0,6
千代田区神田神保町２丁目,29,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,1,0,0,1,0,0,1,3,9,3,3,0,0,3
千代田区神田神保町３丁目,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0
千代田区神田三崎町１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,2,3,0,1,0,0,2
千代田区神田三崎町２丁目,24,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,2,0,0,0,3,10,6,0,0,0,4
千代田区神田三崎町３丁目,14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,4,6,1,1,0,0,4
千代田区西神田１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
千代田区西神田２丁目,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1
千代田区西神田３丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
千代田区神田猿楽町１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
千代田区神田駿河台１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0,1
千代田区神田駿河台２丁目,26,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,1,6,10,3,1,0,0,0,2
千代田区神田駿河台３丁目,14,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,2,7,3,1,0,0,3
千代田区神田駿河台４丁目,20,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,5,3,4,3,0,0,0,1
千代田区神田錦町１丁目,16,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,1
千代田区神田錦町２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,2,4,3,0,0,0,1
千代田区神田錦町３丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,1,0,2,9,2,0,0,0,7
千代田区神田小川町１丁目,10,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,2,0,3,1,0,1,0,1
千代田区神田小川町２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,4,2,2,0,0,0
千代田区神田小川町３丁目,27,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,11,7,5,2,1,2,0,0
千代田区神田美土代町,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
千代田区内神田１丁目,14,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,8,4,1,0,0,3
千代田区内神田２丁目,20,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,4,10,4,1,1,0,4
千代田区内神田３丁目,36,0,0,0,7,0,5,2,0,0,2,0,0,0,0,0,0,0,2,15,0,1,4,1,0,0,0,0,0,0,9,12,5,1,0,0,6
千代田区神田司町２丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
千代田区神田多町２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,4,3,0,1,0,0,2
千代田区神田淡路町１丁目,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0
千代田区神田淡路町２丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,9,1,2,1,0,5
千代田区神田須田町１丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,2,3,6,5,0,0,0,1
千代田区神田須田町２丁目,15,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,2,5,2,0,0,0,3
千代田区外神田１丁目,249,5,1,4,38,0,30,8,0,0,1,1,0,0,0,0,0,0,0,129,1,0,5,0,0,0,8,0,22,43,50,76,14,12,2,0,48
千代田区外神田２丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,4,2,1,0,0,1
千代田区外神田３丁目,41,0,0,0,3,0,2,1,0,0,3,2,0,0,1,0,0,0,0,21,0,0,1,2,0,0,0,0,4,9,5,14,9,0,2,0,3
千代田区外神田４丁目,102,0,0,0,4,0,3,0,0,1,2,1,0,0,1,0,0,0,0,62,0,0,2,0,0,0,2,0,6,34,18,34,12,5,0,0,17
千代田区外神田５丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,4,1,2,0,0,1
千代田区外神田６丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,1,5,2,1,0,0,2
千代田区鍛冶町１丁目,18,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,2,6,3,2,0,0,0,1
千代田区鍛冶町２丁目,75,0,0,0,6,0,6,0,0,0,1,0,0,0,1,0,0,0,0,33,0,0,6,0,0,0,0,0,2,1,24,35,4,7,0,0,24
千代田区神田鍛冶町３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,3
千代田区神田紺屋町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
千代田区神田富山町,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,2
千代田区神田美倉町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
千代田区岩本町１丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,3,0,1,1,0,1
千代田区岩本町２丁目,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,2,0,0,0,0,0,0,1,7,8,3,1,1,0,3
千代田区岩本町３丁目,14,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,1,5,2,0,0,0,3
千代田区神田西福田町,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
千代田区神田東松下町,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1
千代田区神田東紺屋町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千代田区神田岩本町,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
千代田区東神田１丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,2
千代田区東神田２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,4,0,1,0,0,3
千代田区東神田３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
千代田区神田和泉町,20,0,0,0,4,0,1,2,1,0,1,0,0,0,1,0,0,0,0,10,0,0,3,0,0,0,0,0,1,1,5,5,2,0,1,0,2
千代田区神田佐久間町１丁目,91,0,0,0,12,0,11,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,10,0,0,0,0,0,6,26,17,20,9,4,0,0,7
千代田区神田佐久間町２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1
千代田区神田佐久間町３丁目,9,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1
千代田区神田佐久間町４丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
千代田区神田平河町,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0
千代田区神田松永町,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,4,2,0,1,0,0,1
千代田区神田花岡町,49,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0,0,0,1,0,0,15,5,13,8,2,0,0,3
千代田区神田佐久間河岸,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
千代田区神田練塀町,31,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,3,0,0,0,0,0,6,11,7,2,0,0,0,5
千代田区神田相生町,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,4,3,1,0,0,0,2
千代田区計,2532,16,4,12,331,0,238,66,21,6,23,5,0,2,6,0,0,0,10,1192,2,3,168,20,1,4,45,1,100,406,442,970,350,131,46,0,443
中央区銀座１丁目,42,1,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,25,0,0,13,0,0,0,1,0,0,1,10,12,7,1,1,0,3
中央区銀座２丁目,60,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,42,1,0,8,0,0,1,0,0,0,28,4,15,3,2,0,0,10
中央区銀座３丁目,111,1,1,0,5,0,1,1,3,0,1,1,0,0,0,0,0,0,0,90,0,0,6,0,0,0,2,0,0,72,10,14,5,2,1,0,6
中央区銀座４丁目,115,3,0,3,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,77,0,0,5,0,0,0,8,0,2,49,13,25,10,4,0,0,11
中央区銀座５丁目,83,0,0,0,6,0,3,2,0,1,3,0,0,0,3,0,0,0,0,53,0,0,2,2,0,0,2,1,0,28,18,21,8,2,2,0,9
中央区銀座６丁目,103,0,0,0,6,0,4,2,0,0,1,0,0,0,0,0,0,0,1,78,0,0,2,0,0,0,2,0,3,48,23,18,3,3,3,0,9
中央区銀座７丁目,69,0,0,0,11,0,5,5,0,1,1,0,0,0,0,0,0,0,1,35,0,0,7,1,0,0,1,0,2,3,21,22,3,3,1,0,15
中央区銀座８丁目,94,1,0,1,19,0,7,11,0,1,5,0,0,0,5,0,0,0,0,49,0,1,9,1,0,0,3,0,0,15,20,20,4,3,1,0,12
中央区新富１丁目,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,0,0,0,0,0,0,5,3,1,0,0,0,2
中央区新富２丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
中央区入船１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
中央区入船２丁目,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
中央区入船３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
中央区湊１丁目,8,0,0,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
中央区湊２丁目,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2
中央区湊３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
中央区明石町,19,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,8,5,1,1,0,0,3
中央区築地１丁目,15,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,3,3,4,1,0,0,0,3
中央区築地２丁目,17,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,1,1,0,0,0,4,5,2,0,1,0,2
中央区築地３丁目,14,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,5
中央区築地４丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,2,0,0,0,5,6,3,0,0,0,3
中央区築地５丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1
中央区築地６丁目,7,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
中央区築地７丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0
中央区浜離宮庭園,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中央区八丁堀１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0
中央区八丁堀２丁目,19,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,1,0,6,6,3,1,0,0,2
中央区八丁堀３丁目,10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,1,1,1,0,3
中央区八丁堀４丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,5,2,1,0,0,0,1
中央区新川１丁目,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0,3,6,12,6,0,0,0,6
中央区新川２丁目,30,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,20,0,0,0,0,0,0,0,4,4,1,0,0,0,3
中央区日本橋本石町１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
中央区日本橋本石町２丁目,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,0,1
中央区日本橋本石町３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
中央区日本橋本石町４丁目,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3
中央区日本橋室町１丁目,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,0,0,1,0,0,0,1,0,0,14,1,5,0,2,0,0,3
中央区日本橋室町２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,4,1,0,2,0,1
中央区日本橋室町３丁目,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
中央区日本橋室町４丁目,8,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2
中央区日本橋本町１丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,2
中央区日本橋本町２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
中央区日本橋本町３丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中央区日本橋本町４丁目,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
