市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯
町田市東玉川学園２丁目,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
町田市東玉川学園４丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
町田市薬師台１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
町田市薬師台３丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
町田市成瀬が丘１丁目,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
町田市成瀬が丘２丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,0,0,3,1,3,1,0,0,0,2
町田市成瀬が丘３丁目,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
町田市三輪緑山１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
町田市三輪緑山２丁目,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
町田市三輪緑山３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
町田市三輪緑山４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
町田市小山ヶ丘１丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1
町田市小山ヶ丘２丁目,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,6,1,11,10,1,0,0,0
町田市小山ヶ丘３丁目,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,8,0,0,0,0,0,0,19,4,8,0,2,0,0,6
町田市小山ヶ丘４丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,5,3,0,0,0,2
町田市小山ヶ丘５丁目,6,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
町田市小山ヶ丘６丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11,3,1,0,1,0,0,0
町田市木曽東１丁目,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,3,14,0,0,0,0,0,0,0,4,9,3,0,1,0,5
町田市木曽東２丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,3
町田市木曽東３丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,0,0,0,0,0,0,0,1,3,1,1,0,0,1
町田市木曽東４丁目,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,4,6,0,0,0,0,0,1,1,3,7,2,0,0,0,5
町田市木曽西１丁目,8,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
町田市木曽西２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
町田市木曽西３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
町田市木曽西４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
町田市木曽西５丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
町田市西成瀬１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
町田市西成瀬２丁目,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,1
町田市西成瀬３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
町田市南町田１丁目,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1
町田市南町田２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0
町田市南町田３丁目,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0
町田市南町田４丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0
町田市南町田５丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,4,2,0,0,0,2
町田市金井ヶ丘１丁目,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1
町田市金井ヶ丘２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,0
町田市金井ヶ丘３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
町田市金井ヶ丘４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,3,3,0,0,0,0
町田市金井ヶ丘５丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
町田市藤の台１丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,1
町田市藤の台２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,3,2,0,0,0,1
町田市藤の台３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
町田市南大谷１丁目,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2
町田市南大谷２丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
町田市南大谷３丁目,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2
町田市南大谷４丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
町田市南大谷５丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
町田市南大谷６丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
町田市南大谷７丁目,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
町田市計,2361,19,7,12,144,0,80,50,11,3,105,1,1,1,11,36,14,3,38,1497,11,86,600,33,1,22,3,1,13,392,335,596,245,35,7,0,309
小金井市東町１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,3,2,2,0,0,0,0
小金井市東町２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1
小金井市東町３丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,4,2,0,0,0,2
小金井市東町４丁目,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,27,2,0,0,0,0,1,2,11,8,1,2,0,0,5
小金井市東町５丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,2
小金井市梶野町１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0
小金井市梶野町２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0
小金井市梶野町３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0
小金井市梶野町４丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,5,2,0,0,0,0,2
小金井市梶野町５丁目,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,31,0,0,0,0,0,0,2,5,6,0,1,0,0,5
小金井市関野町１丁目,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,7,0,0,0,0,1,0,3,1,0,0,0,0,1
小金井市関野町２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
小金井市緑町１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,2,0,1,0,0,1
小金井市緑町２丁目,18,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,9,0,0,0,0,0,0,3,1,2,1,0,1,0,0
小金井市緑町３丁目,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
小金井市緑町４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2
小金井市緑町５丁目,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,0,5,3,1,0,0,0,2
小金井市中町１丁目,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0
小金井市中町２丁目,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,3,6,0,1,0,0,5
小金井市中町３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小金井市中町４丁目,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
小金井市前原町１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,6,2,2,0,0,0,0,2
小金井市前原町２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,6,6,0,0,0,0
小金井市前原町３丁目,15,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,9,0,0,0,0,0,0,0,0,3,2,1,0,0,0
小金井市前原町４丁目,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,4,2,1,0,0,0,1
小金井市前原町５丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,1,4,1,1,0,0,0,0
小金井市本町１丁目,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,22,0,0,0,0,0,0,0,1,4,1,0,0,0,3
小金井市本町２丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,1,3,1,0,1,0,0,0
小金井市本町３丁目,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
小金井市本町４丁目,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,1,0,1,0,0,0,0,0,2,1,0,1,0,0
小金井市本町５丁目,118,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,67,1,0,0,0,0,1,23,8,16,1,3,1,0,11
小金井市本町６丁目,71,0,0,0,5,0,4,0,1,0,1,0,0,0,0,0,0,0,1,56,0,1,14,0,0,0,1,0,5,34,1,9,0,2,1,0,6
小金井市桜町１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1
小金井市桜町２丁目,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小金井市桜町３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0
小金井市貫井北町１丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小金井市貫井北町２丁目,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0
小金井市貫井北町３丁目,14,0,0,0,1,0,1,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,5,2,0,0,0,3
小金井市貫井北町４丁目,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,1,2,1,0,0,0,1
小金井市貫井北町５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,1,0,0,0,0,1,0,3,0,1,0,0,2
小金井市貫井南町１丁目,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
小金井市貫井南町２丁目,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
小金井市貫井南町３丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,2,3,1,0,0,0,2
小金井市貫井南町４丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,2
小金井市貫井南町５丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0,1
小金井市計,709,4,0,4,33,0,17,12,4,0,8,0,0,0,1,3,0,0,4,540,0,5,350,21,1,2,1,0,8,74,78,124,37,18,4,0,65
小平市中島町,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,3,2,3,1,0,0,0,2
小平市上水新町１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3
小平市上水新町２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
小平市上水新町３丁目,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
小平市たかの台,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,2,2,0,0,0,0
小平市小川町１丁目,93,1,0,1,4,0,2,1,0,1,5,0,0,0,0,0,4,0,1,49,0,0,31,3,1,0,0,0,0,7,7,34,19,3,0,0,12
小平市小川町２丁目,41,0,0,0,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0,29,0,0,22,0,0,1,0,0,0,6,0,8,0,0,1,0,7
小平市栄町１丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
小平市栄町２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小平市栄町３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
小平市小川西町１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0
小平市小川西町２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1
小平市小川西町３丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,1,1,2,1,1,0,0,0
小平市小川西町４丁目,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,15,0,0,0,0,0,1,0,3,2,0,1,0,0,1
小平市小川西町５丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,2,0,0,0,1,0,0,0,2,0,0,0,0,2
小平市小川東町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
小平市小川東町４丁目,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小平市小川東町５丁目,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,6,0,0,0,0,0,0,2,0,4,1,0,0,0,3
小平市上水本町１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0
小平市上水本町２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,2,2,2,1,0,0,0,1
小平市上水本町３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1
小平市上水本町４丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
小平市上水本町５丁目,10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,2,1,1,0,1,0,0,0
小平市上水本町６丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,0,0,0,2
小平市喜平町１丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0
小平市喜平町２丁目,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2
小平市喜平町３丁目,9,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,3
小平市津田町１丁目,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,1,0,0,0,0,1,0,1,3,1,0,0,0,2
小平市津田町２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1
小平市津田町３丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,4,0,0,0,0,4
小平市学園東町,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0,4,2,0,0,0,2
小平市仲町,33,0,0,0,6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,21,0,0,13,2,0,0,0,0,0,1,5,6,3,0,0,0,3
小平市美園町１丁目,50,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,22,0,0,0,0,0,1,3,6,13,2,2,0,0,9
小平市美園町２丁目,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,32,2,0,0,0,0,0,2,2,7,0,0,0,0,7
小平市美園町３丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,4,0,4,1,2,0,0,1
小平市回田町,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,1,1,2,3,1,0,0,0,2
小平市御幸町,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3
小平市鈴木町１丁目,30,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,15,0,0,11,0,0,0,0,0,0,1,3,11,9,0,0,0,2
小平市鈴木町２丁目,27,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,1,0,0,0,0,0,0,4,2,1,0,0,0,1
小平市天神町１丁目,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,5,1,0,0,0,4
小平市天神町２丁目,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1
小平市天神町３丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
小平市天神町４丁目,10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0
小平市大沼町１丁目,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0
小平市大沼町２丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,4,1,0,0,0,0,0,0,0,2,2,0,0,0,0
小平市大沼町３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3
小平市大沼町４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
小平市大沼町５丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小平市大沼町６丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
小平市大沼町７丁目,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,14,0,0,0,0,0,0,0,4,7,1,1,0,0,5
小平市花小金井２丁目,7,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1
小平市花小金井３丁目,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,1,3,0,4,3,0,0,0,1
小平市花小金井４丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,3
小平市花小金井５丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,1,1,5,2,1,0,0,2
小平市花小金井６丁目,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,1,11,0,0,0,0,0,0,1,2,6,3,1,0,0,2
小平市花小金井７丁目,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,2,3,1,0,0,0,2
小平市花小金井８丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0
小平市学園西町１丁目,29,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,21,0,1,17,0,0,0,0,1,0,1,1,4,2,0,0,0,2
小平市学園西町２丁目,27,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,19,0,1,7,0,0,0,0,0,0,7,4,4,0,1,0,0,3
小平市学園西町３丁目,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1
小平市学園東町１丁目,13,0,0,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,1,6,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3
